,0
기온(°C),10.88255426512707
강수량(mm),1.1493425191784112
풍속(m/s),1.1501127807251277
풍향(16방위),120.75748851781083
습도(%),20.64869410684081
증기압(hPa),9.044421395679462
현지기압(hPa),8.099702262266181
적설(cm),0.9200223556447344
year,3.768888942767814
month,3.464514247584852
day,8.796765699958959
hour,6.9222755281022925
