,0
기온(°C),13.399676361288996
강수량(mm),0.14542282394403275
풍속(m/s),1.5999197445784388
풍향(16방위),198.60006629795697
습도(%),68.72740722647731
증기압(hPa),12.921550325382935
현지기압(hPa),1008.5333344816848
적설(cm),0.12520107472477734
year,2016.0416455850796
month,6.490308285499939
day,15.722891986670621
hour,11.499389360922589
